pathogen_cat,vaccine_coverage_cat,state,mean,p025,p975
Measles,20% lower,VA,556006.6699,312073.25,715686.5249999999
Measles,20% lower,VT,10712.349600000001,0,37024.15
Measles,20% lower,WA,536664.0199999999,302337.25,685871.575
Measles,20% lower,WI,335364.29919999995,180569.775,448954.69999999995
Measles,20% lower,WV,98246.77570000001,5,150210.175
Measles,20% lower,WY,20149.269099999994,0,54793.149999999994
Measles,15% lower,AK,36549.7737,0,83561.9
Measles,15% lower,AL,206350.7984,112.45000000000002,295444.89999999997
Measles,15% lower,AR,153941.6048,17,228325.5
Measles,15% lower,AZ,421344.61539999995,239341.9,552280.0249999999
Measles,15% lower,CA,2273379.0803,1936200.3499999999,2575639.5749999997
Measles,15% lower,CO,323599.35970000003,171486,433088.0749999999
Measles,15% lower,CT,77609.51940000003,14,141060.44999999998
Measles,15% lower,DC,19527.125700000008,0,58182.049999999996
Measles,15% lower,DE,19219.0979,0,54877.899999999994
Measles,15% lower,FL,1002645.2670999999,624900.9,1207868.825
Measles,15% lower,GA,565325.8672,323067.025,728844.45
Measles,15% lower,HI,55936.949799999995,2,109522.62499999999
Measles,15% lower,IA,122336.57870000001,14.975000000000001,194534.52499999997
Measles,15% lower,ID,94404.1451,4,156135.075
Measles,15% lower,IL,645552.4747,383213.825,819953.2
Measles,15% lower,IN,381702.29650000005,201931.47499999998,511583.99999999994
Measles,15% lower,KS,136938.8237,13,210435.87499999997
Measles,15% lower,KY,230855.6008,110047.02500000001,321453.27499999997
Measles,15% lower,LA,247071.0631,109701.32500000001,345866.8999999999
Measles,15% lower,MA,185460.27109999998,68.94999999999999,279203.62499999994
Measles,15% lower,MD,226871.12099999998,80.975,326569.3749999999
Measles,15% lower,ME,25198.903500000004,1,63947.049999999996
Measles,15% lower,MI,478116.0984,281242.875,628155.75
Measles,15% lower,MN,246461.98270000002,313.575,350715.72500000003
Measles,15% lower,MO,323022.8017,173727.9,434045.8749999998
Measles,15% lower,MS,141977.7459,14,216719.65
Measles,15% lower,MT,41551.74770000001,1,84249.025
Measles,15% lower,NC,380963.77700000006,222695.75,514998.5249999999
Measles,15% lower,ND,20568.461900000002,0,59046.97499999999
Measles,15% lower,NE,62423.50720000003,5,121630.125
Measles,15% lower,NH,21020.9304,1,58940.575
Measles,15% lower,NJ,446754.77079999994,254242.975,586275.175
Measles,15% lower,NM,89998.2009,6,145902.25
Measles,15% lower,NV,183063.2346,34,262529.6
Measles,15% lower,NY,1022040.5093,665469.375,1237143.025
Measles,15% lower,OH,639286.8045,375476.6,805274.9249999999
Measles,15% lower,OK,207900.62689999994,93.92500000000001,293564.85
Measles,15% lower,OR,207833.5475,87,288855.425
Measles,15% lower,PA,581227.4636,345105.875,739511
Measles,15% lower,RI,11354.263199999998,0,43176.95
Measles,15% lower,SC,261916.79330000002,128434.3,357407.77499999997
Measles,15% lower,SD,23368.830400000006,0,64354.37499999999
Measles,15% lower,TN,308672.654,169933.5,420461.55
Measles,15% lower,TX,2012756.3599,1678767.9000000001,2299287.475
Measles,15% lower,UT,208881.47849999997,31,305729.275
Measles,15% lower,VA,422835.37639999995,240441.2,560269.725
Measles,15% lower,VT,5228.006000000003,0,26791.649999999998
Measles,15% lower,WA,419804.14550000004,237001.9,551348.8499999999
Measles,15% lower,WI,254293.14970000007,125004.47499999999,348159.89999999997
Measles,15% lower,WV,73555.26649999997,4,123865.575
Measles,15% lower,WY,13706.920399999995,0,45179.4
Measles,10% lower,AK,27265.150699999995,0,68296.125
Measles,10% lower,AL,126472.88139999995,26,205218.625
Measles,10% lower,AR,105458.04929999998,13,172121.04999999996
Measles,10% lower,AZ,312869.5405,168345.625,426173.075
Measles,10% lower,CA,1597750.447,1088369.55,1924292.0999999999
Measles,10% lower,CO,229844.21330000003,123.82500000000002,326759.1
Measles,10% lower,CT,26906.388199999994,10,79882.2
Measles,10% lower,DC,10665.784399999995,0,42412.29999999999
Measles,10% lower,DE,8372.056699999994,0,36510.6
Measles,10% lower,FL,628469.7368999999,405223.825,825928.7999999999
Measles,10% lower,GA,379703.87669999996,226255.825,513201.8
Measles,10% lower,HI,34339.941399999996,2,82372.17499999999
Measles,10% lower,IA,66723.51809999999,9.975000000000001,132740.125
Measles,10% lower,ID,63868.828799999974,3,120857.425
Measles,10% lower,IL,428371.34690000006,264607.125,575453.7249999999
Measles,10% lower,IN,269035.82149999996,122740.47500000003,377096.62499999994
Measles,10% lower,KS,86362.07200000001,10,153004.925
Measles,10% lower,KY,160874.19839999996,33,242548.75
Measles,10% lower,LA,171281.63130000004,34,256732.84999999998
Measles,10% lower,MA,77072.3586,32.975,157290.72499999998
Measles,10% lower,MD,123119.21419999997,31,212154.45
Measles,10% lower,ME,11467.5763,1,43450.29999999999
Measles,10% lower,MI,323904.95739999996,193912.75,443623.24999999994
Measles,10% lower,MN,155931.2975999999,39,245007.675
Measles,10% lower,MO,224416.3425,107.67500000000001,322718.54999999993
Measles,10% lower,MS,94734.54990000004,10,160968.27499999997
Measles,10% lower,MT,27662.42009999999,1,66659.075
Measles,10% lower,NC,228801.80979999996,152.95,337778.02499999997
Measles,10% lower,ND,9681.227500000006,0,41146.4
Measles,10% lower,NE,28684.054799999994,4,77948.69999999998
Measles,10% lower,NH,7836.950099999991,1,37658.775
Measles,10% lower,NJ,300463.90170000005,167526.075,420886.25
Measles,10% lower,NM,53399.742699999966,4,107667.8
Measles,10% lower,NV,137715.68380000003,14,210155.47499999998
Measles,10% lower,NY,641602.2296999999,406778.475,856045.25
Measles,10% lower,OH,440443.79419999995,259741.075,582883.1749999999
Measles,10% lower,OK,139861.37569999998,22,220358.4
Measles,10% lower,OR,147845.95340000006,23.975,222408.8
Measles,10% lower,PA,375899.8332,233255.85,508425.625
Measles,10% lower,RI,3515.717300000001,0,25579.425
Measles,10% lower,SC,181415.6903,50.975,267164.77499999997
Measles,10% lower,SD,11866.900799999992,0,45043.15
Measles,10% lower,TN,200906.43819999998,73,298720.575
Measles,10% lower,TX,1518095.0413000002,1044267.35,1797172.15
Measles,10% lower,UT,141602.07510000002,13,231573.175
Measles,10% lower,VA,283176.48140000005,151476.75,400166.425
Measles,10% lower,VT,2019.4699999999982,0,17603.324999999993
Measles,10% lower,WA,297979.97870000004,161750.75,409555.77499999997
Measles,10% lower,WI,162899.95939999996,46,250344.62499999997
Measles,10% lower,WV,49874.8257,3,95667.84999999999
Measles,10% lower,WY,7858.547800000003,0,33771.37499999999
Measles,5% lower,AK,15664.597099999994,0,52303.125
Measles,5% lower,AL,38167.000099999976,18,104314.2
Measles,5% lower,AR,50276.551699999996,8,110334.02500000001
Measles,5% lower,AZ,197479.52099999998,73.975,294955.075
Measles,5% lower,CA,828273.1829,635976,1049141.375
Measles,5% lower,CO,136515.08869999996,36,220555.25
Measles,5% lower,CT,150.84839999999997,7.975000000000001,2142.749999999996
Measles,5% lower,DC,3231.404200000003,0,24472.949999999993
Measles,5% lower,DE,1065.960499999999,0,14954.224999999993
Measles,5% lower,FL,343060.3758,1978.6500000000003,484830.975
Measles,5% lower,GA,212145.312,106,316539.3999999999
Measles,5% lower,HI,14429.071900000008,1,51986.524999999994
Measles,5% lower,IA,16871.527599999998,7.975000000000001,64415
Measles,5% lower,ID,31305.733399999965,2,82584.04999999999
Measles,5% lower,IL,236086.9939,165.95000000000002,346132.85
Measles,5% lower,IN,159512.7806,47,250494.55
Measles,5% lower,KS,34280.91279999999,6,91167.55
Measles,5% lower,KY,85617.3674,19,155874.77499999997
Measles,5% lower,LA,80524.40979999996,18,157228.32499999998
Measles,5% lower,MA,321.39269999999976,23,4374.024999999994
Measles,5% lower,MD,17269.12209999999,24,78699.75
Measles,5% lower,ME,2005.3605999999997,1,19897.79999999999
Measles,5% lower,MI,175474.8267,86,275041.39999999997
Measles,5% lower,MN,52479.36349999999,24,126081.2
Measles,5% lower,MO,126782.73709999998,37,205876.09999999998
Measles,5% lower,MS,41137.896499999995,7,99319.275
Measles,5% lower,MT,15615.708,0,48773
Measles,5% lower,NC,36235.674500000016,58,119302.175
Measles,5% lower,ND,2333.8377999999975,0,20936.3
Measles,5% lower,NE,3517.1321000000053,3,30349.175
Measles,5% lower,NH,777.8728000000015,1,12894.199999999999
Measles,5% lower,NJ,157584.8503,68,256052.35
Measles,5% lower,NM,20430.688000000016,4,66329.2
Measles,5% lower,NV,85323.2142,10,151589.75
Measles,5% lower,NY,342037.5502,636.1750000000001,491736.82499999995
Measles,5% lower,OH,259462.98449999993,221.82500000000002,376539.39999999997
Measles,5% lower,OK,67734.2156,15,136434.325
Measles,5% lower,OR,82571.3327,17,150916.3
Measles,5% lower,PA,195964.40149999992,123.95,299125.475
Measles,5% lower,RI,25.293999999999976,0,296.24999999999864
Measles,5% lower,SC,100098.4343,24.975,173121.22499999998
Measles,5% lower,SD,3100.808,0,23376.924999999996
Measles,5% lower,TN,77896.07810000003,32,159265.025
Measles,5% lower,TX,868616.7294000002,578656.3250000001,1099166.1749999998
Measles,5% lower,UT,71100.49169999998,10,146088.5
Measles,5% lower,VA,145669.56069999994,59,242523.8
Measles,5% lower,VT,118.95610000000008,0,1844.7749999999794
Measles,5% lower,WA,171092.06680000003,58.975,266620.7
Measles,5% lower,WI,65095.683700000016,27,138824.4
Measles,5% lower,WV,24020.91950000001,2,66021.625
Measles,5% lower,WY,3665.647299999995,0,23072.874999999996
Measles,Current levels,AK,7563.0125999999955,0,34161.125
Measles,Current levels,AL,81.45289999999994,13,463.02499999999986
Measles,Current levels,AR,6364.276399999999,6,41729.35
Measles,Current levels,AZ,70627.6238,39,147036.125
Measles,Current levels,CA,131930.2374,479.975,313230.175
Measles,Current levels,CO,32746.239099999984,23,96682.7
Measles,Current levels,CT,24.781899999999993,6,69
Measles,Current levels,DC,29.639199999999963,0,393.09999999999945
Measles,Current levels,DE,11.569199999999991,0,72
Measles,Current levels,FL,1468.1695000000007,157.97500000000002,13546.824999999995
Measles,Current levels,GA,8128.059800000006,55,64629.17499999995
Measles,Current levels,HI,1187.122700000002,1,16784.225
Measles,Current levels,IA,43.768600000000006,6,213
Measles,Current levels,ID,8081.106999999992,2,40512.87499999999
Measles,Current levels,IL,3580.6115999999984,72,39036.14999999992
Measles,Current levels,IN,30074.490500000004,32.975,97308.29999999999
Measles,Current levels,KS,1161.4517999999957,5,18278.34999999998
Measles,Current levels,KY,11077.157900000002,13,56192.024999999994
Measles,Current levels,LA,3848.0171000000028,13,39829.67499999999
Measles,Current levels,MA,49.04339999999999,18.975,107.02499999999986
Measles,Current levels,MD,59.06440000000002,17,165
Measles,Current levels,ME,16.860100000000013,1,97.02499999999986
Measles,Current levels,MI,5092.027599999999,47,50529.84999999994
Measles,Current levels,MN,99.265,18,591.3249999999982
Measles,Current levels,MO,14674.246299999993,24,66633.47499999999
Measles,Current levels,MS,2542.9035000000013,6,28498.175
Measles,Current levels,MT,5158.7528999999895,0,28286.149999999998
Measles,Current levels,NC,94.51599999999999,37,218
Measles,Current levels,ND,14.691999999999993,0,152.09999999999945
Measles,Current levels,NE,20.914199999999997,2,95.02499999999986
Measles,Current levels,NH,13.299399999999999,1,64
Measles,Current levels,NJ,3470.879399999999,41,42752.99999999998
Measles,Current levels,NM,1287.7536999999988,3,18737.024999999998
Measles,Current levels,NV,33848.78770000001,7,86649.67499999999
Measles,Current levels,NY,1185.9131999999995,137.975,11072.849999999926
Measles,Current levels,OH,44633.9314,77,126948.9
Measles,Current levels,OK,6016.2509000000055,10,42844.62499999999
Measles,Current levels,OR,19097.144200000002,13,68722.075
Measles,Current levels,PA,1071.4867000000008,67,12303.49999999999
Measles,Current levels,RI,8.052000000000003,0,36
Measles,Current levels,SC,13522.342899999998,18,64153.29999999998
Measles,Current levels,SD,18.245299999999975,0,158.09999999999945
Measles,Current levels,TN,151.97729999999984,24,994.1499999999937
Measles,Current levels,TX,336638.1265000001,757.9250000000001,462476.175
Measles,Current levels,UT,7602.264900000013,7,50440.125
Measles,Current levels,VA,3292.026900000003,38,40497.54999999999
Measles,Current levels,VT,6.265000000000009,0,43.024999999999864
Measles,Current levels,WA,25373.529900000005,36,94303.62499999999
Measles,Current levels,WI,225.78839999999974,20,2590.474999999992
Measles,Current levels,WV,5440.053100000002,2,32588.949999999993
Measles,Current levels,WY,351.2655,0,7500.024999999983
Measles,5% higher,AK,1470.920900000001,0,14933.674999999992
Measles,5% higher,AL,35.143400000000014,9,93.02499999999986
Measles,5% higher,AR,41.308099999999996,5,187.02499999999986
Measles,5% higher,AZ,172.94799999999998,27,798.0999999999995
Measles,5% higher,CA,435.88219999999995,246.97500000000002,719.0249999999999
Measles,5% higher,CO,91.71989999999998,17,341
Measles,5% higher,CT,20.123000000000005,5,54
Measles,5% higher,DC,7.413500000000001,0,47.024999999999864
Measles,5% higher,DE,6.840400000000001,0,33.024999999999864
Measles,5% higher,FL,192.26149999999998,100,343.0749999999996
Measles,5% higher,GA,104.1335,38,239
Measles,5% higher,HI,17.431000000000004,1,94.02499999999986
Measles,5% higher,IA,23.4005,4,71
Measles,5% higher,ID,39.05519999999999,2,262
Measles,5% higher,IL,138.05650000000003,53,320.02499999999986
Measles,5% higher,IN,96.92510000000001,22,301.0749999999996
Measles,5% higher,KS,31.47999999999999,5,120
Measles,5% higher,KY,56.20549999999998,10,201
Measles,5% higher,LA,50.8484,11,157.04999999999973
Measles,5% higher,MA,37.9721,15,83
Measles,5% higher,MD,38.3625,13,91
Measles,5% higher,ME,10.521399999999998,1,46
Measles,5% higher,MI,102.365,36,234
Measles,5% higher,MN,43.23049999999999,13,108.02499999999986
Measles,5% higher,MO,73.98300000000002,17,228
Measles,5% higher,MS,32.84340000000001,4,134.02499999999986
Measles,5% higher,MT,94.69099999999993,0,1539.3249999999982
Measles,5% higher,NC,63.5303,29,122.02499999999986
Measles,5% higher,ND,6.315000000000002,0,37.024999999999864
Measles,5% higher,NE,13.197900000000002,1,48
Measles,5% higher,NH,8.958900000000002,0,35
Measles,5% higher,NJ,90.5344,29,224.0749999999996
Measles,5% higher,NM,26.1518,2,125.02499999999986
Measles,5% higher,NV,382.1309999999999,6,5976.199999999993
Measles,5% higher,NY,185.55020000000005,87.975,359.1499999999992
Measles,5% higher,OH,148.13890000000004,47.975,383.02499999999986
Measles,5% higher,OK,46.53410000000001,9,164.02499999999986
Measles,5% higher,OR,76.08109999999999,10,332.0749999999996
Measles,5% higher,PA,119.06510000000002,48.975,247.02499999999986
Measles,5% higher,RI,6.735499999999998,0,30
Measles,5% higher,SC,65.54020000000001,13,229.04999999999973
Measles,5% higher,SD,7.412899999999999,0,40
Measles,5% higher,TN,55.403499999999994,18,133.02499999999986
Measles,5% higher,TX,537.4975000000001,220,1146.0249999999999
Measles,5% higher,UT,43.73369999999998,5,174
Measles,5% higher,VA,79.65780000000001,28,191
Measles,5% higher,VT,4.435999999999997,0,25
Measles,5% higher,WA,103.56439999999998,25,301
Measles,5% higher,WI,50.59689999999999,14,137.02499999999986
Measles,5% higher,WV,38.50049999999998,1.9750000000000014,265
Measles,5% higher,WY,8.070199999999994,0,69
Measles,10% higher,AK,26.6697,0,329.02499999999986
Measles,10% higher,AL,30.5985,9,79
Measles,10% higher,AR,24.889400000000002,4,90.02499999999986
Measles,10% higher,AZ,80.878,20,244
Measles,10% higher,CA,311.2725,189,515.0499999999997
Measles,10% higher,CO,52.16639999999999,13,157.02499999999986
Measles,10% higher,CT,20.0529,5,54
Measles,10% higher,DC,5.639400000000002,0,33
Measles,10% higher,DE,6.531399999999992,0,33
Measles,10% higher,FL,152.97330000000002,83.975,277.02499999999986
Measles,10% higher,GA,76.71809999999998,31,159.02499999999986
Measles,10% higher,HI,11.643499999999998,0,56.024999999999864
Measles,10% higher,IA,19.562899999999992,4,61
Measles,10% higher,ID,17.8049,1,87
Measles,10% higher,IL,105.0071,42,240
Measles,10% higher,IN,59.44260000000001,17,171
Measles,10% higher,KS,22.629400000000008,3.9750000000000014,78.02499999999986
Measles,10% higher,KY,36.475299999999976,8,119.07499999999959
Measles,10% higher,LA,36.31139999999999,9,107.02499999999986
Measles,10% higher,MA,38.9304,15,84
Measles,10% higher,MD,36.5514,12,83.02499999999986
Measles,10% higher,ME,9.447500000000002,0,41
Measles,10% higher,MI,77.3654,30,182.02499999999986
Measles,10% higher,MN,35.681900000000006,11,91.02499999999986
Measles,10% higher,MO,50.520300000000006,14,144
Measles,10% higher,MS,23.036,3,83
Measles,10% higher,MT,16.312399999999986,0,124.02499999999986
Measles,10% higher,NC,60.765999999999984,27,115
Measles,10% higher,ND,5.290000000000001,0,28
Measles,10% higher,NE,12.042000000000005,1,45
Measles,10% higher,NH,8.705,0,33
Measles,10% higher,NJ,67.0144,25,163.02499999999986
Measles,10% higher,NM,17.399500000000007,2,73
Measles,10% higher,NV,44.796699999999966,5,231.04999999999973
Measles,10% higher,NY,149.18679999999998,76,277.0499999999997
Measles,10% higher,OH,96.34049999999999,37,220.02499999999986
Measles,10% higher,OK,30.778200000000005,6,99.02499999999986
Measles,10% higher,OR,41.56149999999999,8,146
Measles,10% higher,PA,94.6309,40,206.02499999999986
Measles,10% higher,RI,6.007999999999999,0,24.024999999999864
Measles,10% higher,SC,42.2275,10,124.02499999999986
Measles,10% higher,SD,6.339900000000003,0,32
Measles,10% higher,TN,46.6089,16,114
Measles,10% higher,TX,328.14859999999993,152.975,717.0249999999999
Measles,10% higher,UT,28.638499999999993,4,111.02499999999986
Measles,10% higher,VA,61.44199999999999,23,145.02499999999986
Measles,10% higher,VT,3.7925000000000018,0,19
Measles,10% higher,WA,67.708,19.975,192.02499999999986
Measles,10% higher,WI,40.2669,12,109.02499999999986
Measles,10% higher,WV,18.86899999999999,1,98.02499999999986
Measles,10% higher,WY,5.307000000000002,0,41
Measles,High vaccination,AK,73.77439999999989,0,1170.374999999998
Measles,High vaccination,AL,48.28429999999997,10.975000000000001,150.02499999999986
Measles,High vaccination,AR,43.0487,5,194.09999999999945
Measles,High vaccination,AZ,137.33859999999996,26,486.09999999999945
Measles,High vaccination,CA,513.5113999999999,274,913.0249999999999
Measles,High vaccination,CO,87.41720000000002,17,322.09999999999945
Measles,High vaccination,CT,26.127900000000015,6,73.02499999999986
Measles,High vaccination,DC,8.228400000000002,0,56
Measles,High vaccination,DE,9.523899999999994,0,52
Measles,High vaccination,FL,236.34439999999995,108,472.02499999999986
Measles,High vaccination,GA,121.98679999999995,41,286.02499999999986
Measles,High vaccination,HI,19.541099999999993,1,122.04999999999973
Measles,High vaccination,IA,30.39299999999999,5,105
Measles,High vaccination,ID,31.611700000000024,1,190
Measles,High vaccination,IL,174.5562,59,428
Measles,High vaccination,IN,101.83180000000003,23,317.02499999999986
Measles,High vaccination,KS,36.64780000000001,4.975000000000001,162
Measles,High vaccination,KY,57.803900000000006,9,221.0749999999996
Measles,High vaccination,LA,62.21489999999999,12,215.09999999999945
Measles,High vaccination,MA,52.1685,19,122
Measles,High vaccination,MD,53.04930000000001,15,131
Measles,High vaccination,ME,12.887400000000039,1,61.024999999999864
Measles,High vaccination,MI,118.94950000000003,40,285
Measles,High vaccination,MN,56.36650000000001,16,166.02499999999986
Measles,High vaccination,MO,85.18230000000003,17.975,285.0749999999996
Measles,High vaccination,MS,38.3072,5,167.04999999999973
Measles,High vaccination,MT,26.096899999999994,0,270.29999999999836
Measles,High vaccination,NC,86.21950000000001,35,185.02499999999986
Measles,High vaccination,ND,8.1754,0,50.024999999999864
Measles,High vaccination,NE,16.73,2,66
Measles,High vaccination,NH,12.231399999999997,1,58
Measles,High vaccination,NJ,104.15899999999999,34,282.02499999999986
Measles,High vaccination,NM,29.354899999999972,2,153.0749999999996
Measles,High vaccination,NV,80.27229999999999,6,514.2499999999986
Measles,High vaccination,NY,255.15429999999998,105,566.1249999999993
Measles,High vaccination,OH,169.0593,54,471.0499999999997
Measles,High vaccination,OK,51.53010000000001,9,208.02499999999986
Measles,High vaccination,OR,66.26089999999999,10,300.0749999999996
Measles,High vaccination,PA,151.65469999999996,56,397
Measles,High vaccination,RI,8.244800000000005,0,38
Measles,High vaccination,SC,69.85289999999999,13,250.12499999999932
Measles,High vaccination,SD,9.387899999999995,0,56
Measles,High vaccination,TN,72.83180000000002,20,199
Measles,High vaccination,TX,636.6447999999998,238.97500000000002,1497.0249999999999
Measles,High vaccination,UT,49.39950000000001,6,210.04999999999973
Measles,High vaccination,VA,95.75919999999999,30,247.02499999999986
Measles,High vaccination,VT,5.606000000000002,0,39
Measles,High vaccination,WA,115.8294,28,399.02499999999986
Measles,High vaccination,WI,63.830000000000005,17,187.09999999999945
Measles,High vaccination,WV,37.57620000000001,2,260.0499999999997
Measles,High vaccination,WY,8.119899999999987,0,69
Rubella,No vaccinations,AK,42982.70139999995,0,215111.34999999992
Rubella,No vaccinations,AL,736506.4774000003,8,1153108.4749999999
Rubella,No vaccinations,AR,391479.9872999998,1,740921.8249999998
Rubella,No vaccinations,AZ,1077800.3812000002,15.975000000000001,1626508.0499999998
Rubella,No vaccinations,CA,7047068.2932,4529934.225000001,8608185.549999999
Rubella,No vaccinations,CO,834206.3769000001,8,1312591.9749999999
Rubella,No vaccinations,CT,370334.21089999995,2,666043.7999999999
Rubella,No vaccinations,DC,43992.37310000002,0,194269.4
Rubella,No vaccinations,DE,56197.691899999976,0,206931.275
Rubella,No vaccinations,FL,3085542.4611000004,1831846.7000000002,4055348.8
Rubella,No vaccinations,GA,1771601.1378999997,976867.5750000001,2447952.3249999997
Rubella,No vaccinations,HI,116047.70420000001,0,353831.25
Rubella,No vaccinations,IA,410705.37960000004,1,757215.125
Rubella,No vaccinations,ID,186315.51250000007,0,467064.75
Rubella,No vaccinations,IL,1951140.9235,1088350.875,2698934.3249999993
Rubella,No vaccinations,IN,1094005.9277999997,14.975000000000001,1630948.75
Rubella,No vaccinations,KS,390984.27950000006,1,726901.5499999999
Rubella,No vaccinations,KY,651990.7124000001,4,1070085.575
Rubella,No vaccinations,LA,741753.6715999999,4,1201190.15
Rubella,No vaccinations,MA,892213.2184999998,16,1337658.3999999997
Rubella,No vaccinations,MD,925250.0981,12,1402652.525
Rubella,No vaccinations,ME,63615.91650000002,0,223275.24999999994
Rubella,No vaccinations,MI,1465898.5879000002,806788.4249999999,2057091.775
Rubella,No vaccinations,MN,869234.0395999999,9,1335248.9749999999
Rubella,No vaccinations,MO,963962.2249,12,1453078.0499999998
Rubella,No vaccinations,MS,403924.3642999999,1,739426.8
Rubella,No vaccinations,MT,55452.049999999996,0,225269.07499999998
Rubella,No vaccinations,NC,1596619.2251000002,879530.675,2202264.0749999997
Rubella,No vaccinations,ND,53811.25220000002,0,219647.7
Rubella,No vaccinations,NE,244321.09209999986,0,512877.375
Rubella,No vaccinations,NH,69517.07,0,226354.02499999997
Rubella,No vaccinations,NJ,1357051.0015,147852.9250000002,1980146.4249999998
Rubella,No vaccinations,NM,194116.5686,0,466612.0999999999
Rubella,No vaccinations,NV,378540.5300000002,1,740905.1999999998
Rubella,No vaccinations,NY,3236956.443,1881358.05,4259629.075
Rubella,No vaccinations,OH,1851792.0569,1010903.725,2565979.05
Rubella,No vaccinations,OK,603926.9577,3,1000948.4
Rubella,No vaccinations,OR,467062.4468999998,2,850544.725
Rubella,No vaccinations,PA,1836040.2437999998,1070391.875,2503783.75
Rubella,No vaccinations,RI,52316.1487,0,195218.775
Rubella,No vaccinations,SC,702996.8150999999,5,1148297.25
Rubella,No vaccinations,SD,66245.93079999997,0,235852.65
Rubella,No vaccinations,TN,1064278.154,29,1570963.6499999997
Rubella,No vaccinations,TX,6054019.630900001,3650874.4,7553662.350000001
Rubella,No vaccinations,UT,592861.2785,2,1041499.1249999998
Rubella,No vaccinations,VA,1339395.9002999999,667864.6499999999,1918518.325
Rubella,No vaccinations,VT,16498.37090000001,0,101359.42499999997
Rubella,No vaccinations,WA,1176030.6393999998,18,1741053.6249999995
Rubella,No vaccinations,WI,817740.8769000001,9,1260338.2999999996
Rubella,No vaccinations,WV,130604.73579999998,0,355500.69999999995
Rubella,No vaccinations,WY,21044.23400000001,0,133671.4
Rubella,75% lower,AK,19732.69150000001,0,146246.42499999996
Rubella,75% lower,AL,405501.54269999964,3,761343.3
Rubella,75% lower,AR,187910.82630000004,1,494226.14999999997
Rubella,75% lower,AZ,633529.1051999998,6,1109833.7249999999
Rubella,75% lower,CA,4163836.2285,2845952.8249999997,5367702.124999999
Rubella,75% lower,CO,468801.44330000004,3.9750000000000014,893396.625
Rubella,75% lower,CT,168997.6619999997,1,425180.375
Rubella,75% lower,DC,18638.737900000007,0,128219.325
Rubella,75% lower,DE,21863.852000000024,0,134493.94999999995
Rubella,75% lower,FL,1948411.9189000004,1254771.3250000002,2725376.6499999994
Rubella,75% lower,GA,1116674.7118,21.975,1716207.775
Rubella,75% lower,HI,54040.139700000014,0,235986.87499999997
Rubella,75% lower,IA,205117.8652,1,497579.9
Rubella,75% lower,ID,87828.12319999997,0,313379.075
Rubella,75% lower,IL,1237448.5566000002,23,1870979.525
Rubella,75% lower,IN,639147.9088,6,1116890.725
Rubella,75% lower,KS,186017.46450000006,0,484585.05
Rubella,75% lower,KY,359653.2537000001,2,716820.275
Rubella,75% lower,LA,410016.4834999999,2,809917.8
Rubella,75% lower,MA,494606.7821,6,871712.7250000001
Rubella,75% lower,MD,523469.5404999999,6,922970.4
Rubella,75% lower,ME,26020.56580000004,0,144501.175
Rubella,75% lower,MI,898801.0472999999,12,1426395.9000000001
Rubella,75% lower,MN,493079.3650000001,4,892986.7749999999
Rubella,75% lower,MO,558312.7363000001,5,980983
Rubella,75% lower,MS,196760.51169999994,1,493756.82499999995
Rubella,75% lower,MT,24026.7977,0,150491.1
Rubella,75% lower,NC,995909.00490000006,28,1513354.5499999998
Rubella,75% lower,ND,22604.502999999982,0,142537.675
Rubella,75% lower,NE,100734.85619999997,0,331172.875
Rubella,75% lower,NH,25899.449100000005,0,145181.07499999998
Rubella,75% lower,NJ,846564.6957999999,11,1364956.225
Rubella,75% lower,NM,89785.294299999965,0,307120.69999999995
Rubella,75% lower,NV,186887.63980000003,0,503889
Rubella,75% lower,NY,2035056.9979,1289454.125,2910959.65
Rubella,75% lower,OH,1186300.8543999996,23.975,1804082.6749999998
Rubella,75% lower,OK,320448.8659999998,1,670286.8499999999
Rubella,75% lower,OR,246925.17359999992,1,572755.325
Rubella,75% lower,PA,1156902.0677999996,29.975,1728664.9999999998
Rubella,75% lower,RI,18977.126399999994,0,122734.125
Rubella,75% lower,SC,388505.9087999999,2,770868.975
Rubella,75% lower,SD,26605.749800000016,0,152369.74999999997
Rubella,75% lower,TN,629464.5204999999,6,1059968.975
Rubella,75% lower,TX,3622360.9873999995,2419182.825,4762896.725
Rubella,75% lower,UT,315497.9620000003,1,702545.9749999999
Rubella,75% lower,VA,825095.45,10,1328918.1749999998
Rubella,75% lower,VT,6313.569300000002,0,63128.025
Rubella,75% lower,WA,700641.7091999999,6,1192878.075
Rubella,75% lower,WI,459058.2408000001,3,839093.0999999999
Rubella,75% lower,WV,58357.578899999964,0,236317.09999999995
Rubella,75% lower,WY,8718.954999999998,0,84951.025
Rubella,50% lower,AK,4292.9766000000045,0,70155.27500000001
Rubella,50% lower,AL,84563.30100000002,2,345199.625
Rubella,50% lower,AR,43143.472099999984,0,237140.5
Rubella,50% lower,AZ,165054.3319000001,3,544237.7
Rubella,50% lower,CA,2051583.4057999996,102,2955955.075
Rubella,50% lower,CO,120581.39720000004,2,435457.57499999995
Rubella,50% lower,CT,21456.403199999997,0,168998.725
Rubella,50% lower,DC,3267.2903000000038,0,55193.049999999996
Rubella,50% lower,DE,2353.6707999999976,0,51371.64999999999
Rubella,50% lower,FL,765041.3864,26,1336370.575
Rubella,50% lower,GA,353544.84969999985,8,816343.725
Rubella,50% lower,HI,9482.132299999996,0,108827.2
