"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age of Mother 9"	"Age of Mother 9 Code"	Births
	"Connecticut"	"09"	"2007"	"2007"	"45-49 years"	"45-49"	108
	"Connecticut"	"09"	"2007"	"2007"	"50 years and over"	"50+"	18
	"Connecticut"	"09"	"2008"	"2008"	"Under 15 years"	"15"	26
	"Connecticut"	"09"	"2008"	"2008"	"15-19 years"	"15-19"	2789
	"Connecticut"	"09"	"2008"	"2008"	"20-24 years"	"20-24"	7124
	"Connecticut"	"09"	"2008"	"2008"	"25-29 years"	"25-29"	10293
	"Connecticut"	"09"	"2008"	"2008"	"30-34 years"	"30-34"	11444
	"Connecticut"	"09"	"2008"	"2008"	"35-39 years"	"35-39"	6987
	"Connecticut"	"09"	"2008"	"2008"	"40-44 years"	"40-44"	1644
	"Connecticut"	"09"	"2008"	"2008"	"45-49 years"	"45-49"	85
	"Connecticut"	"09"	"2008"	"2008"	"50 years and over"	"50+"	Suppressed
	"Connecticut"	"09"	"2009"	"2009"	"Under 15 years"	"15"	21
	"Connecticut"	"09"	"2009"	"2009"	"15-19 years"	"15-19"	2605
	"Connecticut"	"09"	"2009"	"2009"	"20-24 years"	"20-24"	6837
	"Connecticut"	"09"	"2009"	"2009"	"25-29 years"	"25-29"	9892
	"Connecticut"	"09"	"2009"	"2009"	"30-34 years"	"30-34"	11189
	"Connecticut"	"09"	"2009"	"2009"	"35-39 years"	"35-39"	6548
	"Connecticut"	"09"	"2009"	"2009"	"40-44 years"	"40-44"	1653
	"Connecticut"	"09"	"2009"	"2009"	"45-49 years"	"45-49"	140
	"Connecticut"	"09"	"2009"	"2009"	"50 years and over"	"50+"	11
	"Connecticut"	"09"	"2010"	"2010"	"Under 15 years"	"15"	20
	"Connecticut"	"09"	"2010"	"2010"	"15-19 years"	"15-19"	2274
	"Connecticut"	"09"	"2010"	"2010"	"20-24 years"	"20-24"	6455
	"Connecticut"	"09"	"2010"	"2010"	"25-29 years"	"25-29"	9517
	"Connecticut"	"09"	"2010"	"2010"	"30-34 years"	"30-34"	11405
	"Connecticut"	"09"	"2010"	"2010"	"35-39 years"	"35-39"	6338
	"Connecticut"	"09"	"2010"	"2010"	"40-44 years"	"40-44"	1569
	"Connecticut"	"09"	"2010"	"2010"	"45-49 years"	"45-49"	122
	"Connecticut"	"09"	"2010"	"2010"	"50 years and over"	"50+"	Suppressed
	"Connecticut"	"09"	"2011"	"2011"	"Under 15 years"	"15"	24
	"Connecticut"	"09"	"2011"	"2011"	"15-19 years"	"15-19"	2020
	"Connecticut"	"09"	"2011"	"2011"	"20-24 years"	"20-24"	6356
	"Connecticut"	"09"	"2011"	"2011"	"25-29 years"	"25-29"	9747
	"Connecticut"	"09"	"2011"	"2011"	"30-34 years"	"30-34"	11552
	"Connecticut"	"09"	"2011"	"2011"	"35-39 years"	"35-39"	5938
	"Connecticut"	"09"	"2011"	"2011"	"40-44 years"	"40-44"	1533
	"Connecticut"	"09"	"2011"	"2011"	"45-49 years"	"45-49"	107
	"Connecticut"	"09"	"2011"	"2011"	"50 years and over"	"50+"	Suppressed
	"Connecticut"	"09"	"2012"	"2012"	"Under 15 years"	"15"	21
	"Connecticut"	"09"	"2012"	"2012"	"15-19 years"	"15-19"	1889
	"Connecticut"	"09"	"2012"	"2012"	"20-24 years"	"20-24"	6101
	"Connecticut"	"09"	"2012"	"2012"	"25-29 years"	"25-29"	9488
	"Connecticut"	"09"	"2012"	"2012"	"30-34 years"	"30-34"	11506
	"Connecticut"	"09"	"2012"	"2012"	"35-39 years"	"35-39"	5948
	"Connecticut"	"09"	"2012"	"2012"	"40-44 years"	"40-44"	1475
	"Connecticut"	"09"	"2012"	"2012"	"45-49 years"	"45-49"	106
	"Connecticut"	"09"	"2012"	"2012"	"50 years and over"	"50+"	Suppressed
	"Connecticut"	"09"	"2013"	"2013"	"Under 15 years"	"15"	19
	"Connecticut"	"09"	"2013"	"2013"	"15-19 years"	"15-19"	1606
	"Connecticut"	"09"	"2013"	"2013"	"20-24 years"	"20-24"	5934
	"Connecticut"	"09"	"2013"	"2013"	"25-29 years"	"25-29"	9343
	"Connecticut"	"09"	"2013"	"2013"	"30-34 years"	"30-34"	11687
	"Connecticut"	"09"	"2013"	"2013"	"35-39 years"	"35-39"	5940
	"Connecticut"	"09"	"2013"	"2013"	"40-44 years"	"40-44"	1419
	"Connecticut"	"09"	"2013"	"2013"	"45-49 years"	"45-49"	125
	"Connecticut"	"09"	"2013"	"2013"	"50 years and over"	"50+"	12
	"Connecticut"	"09"	"2014"	"2014"	"Under 15 years"	"15"	14
	"Connecticut"	"09"	"2014"	"2014"	"15-19 years"	"15-19"	1420
	"Connecticut"	"09"	"2014"	"2014"	"20-24 years"	"20-24"	5541
	"Connecticut"	"09"	"2014"	"2014"	"25-29 years"	"25-29"	9581
	"Connecticut"	"09"	"2014"	"2014"	"30-34 years"	"30-34"	11985
	"Connecticut"	"09"	"2014"	"2014"	"35-39 years"	"35-39"	6204
	"Connecticut"	"09"	"2014"	"2014"	"40-44 years"	"40-44"	1408
	"Connecticut"	"09"	"2014"	"2014"	"45-49 years"	"45-49"	114
	"Connecticut"	"09"	"2014"	"2014"	"50 years and over"	"50+"	18
	"Connecticut"	"09"	"2015"	"2015"	"Under 15 years"	"15"	10
	"Connecticut"	"09"	"2015"	"2015"	"15-19 years"	"15-19"	1241
	"Connecticut"	"09"	"2015"	"2015"	"20-24 years"	"20-24"	5180
	"Connecticut"	"09"	"2015"	"2015"	"25-29 years"	"25-29"	9383
	"Connecticut"	"09"	"2015"	"2015"	"30-34 years"	"30-34"	12120
	"Connecticut"	"09"	"2015"	"2015"	"35-39 years"	"35-39"	6326
	"Connecticut"	"09"	"2015"	"2015"	"40-44 years"	"40-44"	1359
	"Connecticut"	"09"	"2015"	"2015"	"45-49 years"	"45-49"	109
	"Connecticut"	"09"	"2015"	"2015"	"50 years and over"	"50+"	18
	"Connecticut"	"09"	"2016"	"2016"	"Under 15 years"	"15"	16
	"Connecticut"	"09"	"2016"	"2016"	"15-19 years"	"15-19"	1136
	"Connecticut"	"09"	"2016"	"2016"	"20-24 years"	"20-24"	4816
	"Connecticut"	"09"	"2016"	"2016"	"25-29 years"	"25-29"	9401
	"Connecticut"	"09"	"2016"	"2016"	"30-34 years"	"30-34"	12424
	"Connecticut"	"09"	"2016"	"2016"	"35-39 years"	"35-39"	6660
	"Connecticut"	"09"	"2016"	"2016"	"40-44 years"	"40-44"	1428
	"Connecticut"	"09"	"2016"	"2016"	"45-49 years"	"45-49"	125
	"Connecticut"	"09"	"2016"	"2016"	"50 years and over"	"50+"	Suppressed
	"Connecticut"	"09"	"2017"	"2017"	"Under 15 years"	"15"	10
	"Connecticut"	"09"	"2017"	"2017"	"15-19 years"	"15-19"	1053
	"Connecticut"	"09"	"2017"	"2017"	"20-24 years"	"20-24"	4582
	"Connecticut"	"09"	"2017"	"2017"	"25-29 years"	"25-29"	8984
	"Connecticut"	"09"	"2017"	"2017"	"30-34 years"	"30-34"	12305
	"Connecticut"	"09"	"2017"	"2017"	"35-39 years"	"35-39"	6771
	"Connecticut"	"09"	"2017"	"2017"	"40-44 years"	"40-44"	1384
	"Connecticut"	"09"	"2017"	"2017"	"45-49 years"	"45-49"	119
	"Connecticut"	"09"	"2017"	"2017"	"50 years and over"	"50+"	13
	"Connecticut"	"09"	"2018"	"2018"	"Under 15 years"	"15"	Suppressed
	"Connecticut"	"09"	"2018"	"2018"	"15-19 years"	"15-19"	988
	"Connecticut"	"09"	"2018"	"2018"	"20-24 years"	"20-24"	4373
	"Connecticut"	"09"	"2018"	"2018"	"25-29 years"	"25-29"	8822
	"Connecticut"	"09"	"2018"	"2018"	"30-34 years"	"30-34"	12064
	"Connecticut"	"09"	"2018"	"2018"	"35-39 years"	"35-39"	6903
	"Connecticut"	"09"	"2018"	"2018"	"40-44 years"	"40-44"	1456
	"Connecticut"	"09"	"2018"	"2018"	"45-49 years"	"45-49"	101
	"Connecticut"	"09"	"2018"	"2018"	"50 years and over"	"50+"	Suppressed
	"Connecticut"	"09"	"2019"	"2019"	"Under 15 years"	"15"	Suppressed
	"Connecticut"	"09"	"2019"	"2019"	"15-19 years"	"15-19"	902
	"Connecticut"	"09"	"2019"	"2019"	"20-24 years"	"20-24"	4158
	"Connecticut"	"09"	"2019"	"2019"	"25-29 years"	"25-29"	8486
	"Connecticut"	"09"	"2019"	"2019"	"30-34 years"	"30-34"	12259
	"Connecticut"	"09"	"2019"	"2019"	"35-39 years"	"35-39"	6832
	"Connecticut"	"09"	"2019"	"2019"	"40-44 years"	"40-44"	1493
	"Connecticut"	"09"	"2019"	"2019"	"45-49 years"	"45-49"	101
	"Connecticut"	"09"	"2019"	"2019"	"50 years and over"	"50+"	19
	"Connecticut"	"09"	"2020"	"2020"	"Under 15 years"	"15"	15
	"Connecticut"	"09"	"2020"	"2020"	"15-19 years"	"15-19"	882
	"Connecticut"	"09"	"2020"	"2020"	"20-24 years"	"20-24"	4128
	"Connecticut"	"09"	"2020"	"2020"	"25-29 years"	"25-29"	7977
	"Connecticut"	"09"	"2020"	"2020"	"30-34 years"	"30-34"	11936
	"Connecticut"	"09"	"2020"	"2020"	"35-39 years"	"35-39"	6921
	"Connecticut"	"09"	"2020"	"2020"	"40-44 years"	"40-44"	1482
	"Connecticut"	"09"	"2020"	"2020"	"45-49 years"	"45-49"	101
	"Connecticut"	"09"	"2020"	"2020"	"50 years and over"	"50+"	18
	"Connecticut"	"09"	"2021"	"2021"	"Under 15 years"	"15"	11
	"Connecticut"	"09"	"2021"	"2021"	"15-19 years"	"15-19"	845
	"Connecticut"	"09"	"2021"	"2021"	"20-24 years"	"20-24"	3891
	"Connecticut"	"09"	"2021"	"2021"	"25-29 years"	"25-29"	8234
	"Connecticut"	"09"	"2021"	"2021"	"30-34 years"	"30-34"	13240
	"Connecticut"	"09"	"2021"	"2021"	"35-39 years"	"35-39"	7830
	"Connecticut"	"09"	"2021"	"2021"	"40-44 years"	"40-44"	1489
	"Connecticut"	"09"	"2021"	"2021"	"45-49 years"	"45-49"	117
	"Connecticut"	"09"	"2021"	"2021"	"50 years and over"	"50+"	13
	"Connecticut"	"09"	"2022"	"2022"	"Under 15 years"	"15"	12
	"Connecticut"	"09"	"2022"	"2022"	"15-19 years"	"15-19"	784
	"Connecticut"	"09"	"2022"	"2022"	"20-24 years"	"20-24"	3655
	"Connecticut"	"09"	"2022"	"2022"	"25-29 years"	"25-29"	8025
	"Connecticut"	"09"	"2022"	"2022"	"30-34 years"	"30-34"	13150
	"Connecticut"	"09"	"2022"	"2022"	"35-39 years"	"35-39"	7901
	"Connecticut"	"09"	"2022"	"2022"	"40-44 years"	"40-44"	1686
	"Connecticut"	"09"	"2022"	"2022"	"45-49 years"	"45-49"	101
	"Connecticut"	"09"	"2022"	"2022"	"50 years and over"	"50+"	18
	"Connecticut"	"09"	"2023"	"2023"	"Under 15 years"	"15"	Suppressed
	"Connecticut"	"09"	"2023"	"2023"	"15-19 years"	"15-19"	799
	"Connecticut"	"09"	"2023"	"2023"	"20-24 years"	"20-24"	3628
	"Connecticut"	"09"	"2023"	"2023"	"25-29 years"	"25-29"	7848
	"Connecticut"	"09"	"2023"	"2023"	"30-34 years"	"30-34"	12571
	"Connecticut"	"09"	"2023"	"2023"	"35-39 years"	"35-39"	7866
	"Connecticut"	"09"	"2023"	"2023"	"40-44 years"	"40-44"	1698
	"Connecticut"	"09"	"2023"	"2023"	"45-49 years"	"45-49"	121
	"Connecticut"	"09"	"2023"	"2023"	"50 years and over"	"50+"	19
	"Delaware"	"10"	"2007"	"2007"	"Under 15 years"	"15"	17
	"Delaware"	"10"	"2007"	"2007"	"15-19 years"	"15-19"	1244
	"Delaware"	"10"	"2007"	"2007"	"20-24 years"	"20-24"	3119
	"Delaware"	"10"	"2007"	"2007"	"25-29 years"	"25-29"	3346
	"Delaware"	"10"	"2007"	"2007"	"30-34 years"	"30-34"	2778
	"Delaware"	"10"	"2007"	"2007"	"35-39 years"	"35-39"	1364
	"Delaware"	"10"	"2007"	"2007"	"40-44 years"	"40-44"	291
	"Delaware"	"10"	"2007"	"2007"	"45-49 years"	"45-49"	11
	"Delaware"	"10"	"2007"	"2007"	"50 years and over"	"50+"	0
	"Delaware"	"10"	"2008"	"2008"	"Under 15 years"	"15"	23
	"Delaware"	"10"	"2008"	"2008"	"15-19 years"	"15-19"	1237
	"Delaware"	"10"	"2008"	"2008"	"20-24 years"	"20-24"	3011
	"Delaware"	"10"	"2008"	"2008"	"25-29 years"	"25-29"	3500
	"Delaware"	"10"	"2008"	"2008"	"30-34 years"	"30-34"	2647
	"Delaware"	"10"	"2008"	"2008"	"35-39 years"	"35-39"	1390
	"Delaware"	"10"	"2008"	"2008"	"40-44 years"	"40-44"	264
	"Delaware"	"10"	"2008"	"2008"	"45-49 years"	"45-49"	16
	"Delaware"	"10"	"2008"	"2008"	"50 years and over"	"50+"	Suppressed
	"Delaware"	"10"	"2009"	"2009"	"Under 15 years"	"15"	18
	"Delaware"	"10"	"2009"	"2009"	"15-19 years"	"15-19"	1081
	"Delaware"	"10"	"2009"	"2009"	"20-24 years"	"20-24"	2867
	"Delaware"	"10"	"2009"	"2009"	"25-29 years"	"25-29"	3328
	"Delaware"	"10"	"2009"	"2009"	"30-34 years"	"30-34"	2674
	"Delaware"	"10"	"2009"	"2009"	"35-39 years"	"35-39"	1284
	"Delaware"	"10"	"2009"	"2009"	"40-44 years"	"40-44"	279
	"Delaware"	"10"	"2009"	"2009"	"45-49 years"	"45-49"	24
	"Delaware"	"10"	"2009"	"2009"	"50 years and over"	"50+"	Suppressed
	"Delaware"	"10"	"2010"	"2010"	"Under 15 years"	"15"	16
	"Delaware"	"10"	"2010"	"2010"	"15-19 years"	"15-19"	974
	"Delaware"	"10"	"2010"	"2010"	"20-24 years"	"20-24"	2725
	"Delaware"	"10"	"2010"	"2010"	"25-29 years"	"25-29"	3313
	"Delaware"	"10"	"2010"	"2010"	"30-34 years"	"30-34"	2742
	"Delaware"	"10"	"2010"	"2010"	"35-39 years"	"35-39"	1297
	"Delaware"	"10"	"2010"	"2010"	"40-44 years"	"40-44"	271
	"Delaware"	"10"	"2010"	"2010"	"45-49 years"	"45-49"	24
	"Delaware"	"10"	"2010"	"2010"	"50 years and over"	"50+"	Suppressed
	"Delaware"	"10"	"2011"	"2011"	"Under 15 years"	"15"	13
	"Delaware"	"10"	"2011"	"2011"	"15-19 years"	"15-19"	900
	"Delaware"	"10"	"2011"	"2011"	"20-24 years"	"20-24"	2654
	"Delaware"	"10"	"2011"	"2011"	"25-29 years"	"25-29"	3300
	"Delaware"	"10"	"2011"	"2011"	"30-34 years"	"30-34"	2794
	"Delaware"	"10"	"2011"	"2011"	"35-39 years"	"35-39"	1304
	"Delaware"	"10"	"2011"	"2011"	"40-44 years"	"40-44"	279
	"Delaware"	"10"	"2011"	"2011"	"45-49 years"	"45-49"	12
	"Delaware"	"10"	"2011"	"2011"	"50 years and over"	"50+"	Suppressed
	"Delaware"	"10"	"2012"	"2012"	"Under 15 years"	"15"	12
	"Delaware"	"10"	"2012"	"2012"	"15-19 years"	"15-19"	761
	"Delaware"	"10"	"2012"	"2012"	"20-24 years"	"20-24"	2548
	"Delaware"	"10"	"2012"	"2012"	"25-29 years"	"25-29"	3162
	"Delaware"	"10"	"2012"	"2012"	"30-34 years"	"30-34"	2953
	"Delaware"	"10"	"2012"	"2012"	"35-39 years"	"35-39"	1291
	"Delaware"	"10"	"2012"	"2012"	"40-44 years"	"40-44"	282
	"Delaware"	"10"	"2012"	"2012"	"45-49 years"	"45-49"	11
	"Delaware"	"10"	"2012"	"2012"	"50 years and over"	"50+"	Suppressed
	"Delaware"	"10"	"2013"	"2013"	"Under 15 years"	"15"	Suppressed
	"Delaware"	"10"	"2013"	"2013"	"15-19 years"	"15-19"	728
	"Delaware"	"10"	"2013"	"2013"	"20-24 years"	"20-24"	2436
	"Delaware"	"10"	"2013"	"2013"	"25-29 years"	"25-29"	3148
	"Delaware"	"10"	"2013"	"2013"	"30-34 years"	"30-34"	2993
	"Delaware"	"10"	"2013"	"2013"	"35-39 years"	"35-39"	1222
	"Delaware"	"10"	"2013"	"2013"	"40-44 years"	"40-44"	281
	"Delaware"	"10"	"2013"	"2013"	"45-49 years"	"45-49"	16
	"Delaware"	"10"	"2013"	"2013"	"50 years and over"	"50+"	Suppressed
	"Delaware"	"10"	"2014"	"2014"	"Under 15 years"	"15"	11
	"Delaware"	"10"	"2014"	"2014"	"15-19 years"	"15-19"	616
	"Delaware"	"10"	"2014"	"2014"	"20-24 years"	"20-24"	2312
	"Delaware"	"10"	"2014"	"2014"	"25-29 years"	"25-29"	3304
	"Delaware"	"10"	"2014"	"2014"	"30-34 years"	"30-34"	3089
	"Delaware"	"10"	"2014"	"2014"	"35-39 years"	"35-39"	1308
	"Delaware"	"10"	"2014"	"2014"	"40-44 years"	"40-44"	313
	"Delaware"	"10"	"2014"	"2014"	"45-49 years"	"45-49"	18
	"Delaware"	"10"	"2014"	"2014"	"50 years and over"	"50+"	Suppressed
	"Delaware"	"10"	"2015"	"2015"	"Under 15 years"	"15"	13
	"Delaware"	"10"	"2015"	"2015"	"15-19 years"	"15-19"	540
	"Delaware"	"10"	"2015"	"2015"	"20-24 years"	"20-24"	2287
	"Delaware"	"10"	"2015"	"2015"	"25-29 years"	"25-29"	3326
	"Delaware"	"10"	"2015"	"2015"	"30-34 years"	"30-34"	3203
	"Delaware"	"10"	"2015"	"2015"	"35-39 years"	"35-39"	1495
	"Delaware"	"10"	"2015"	"2015"	"40-44 years"	"40-44"	276
	"Delaware"	"10"	"2015"	"2015"	"45-49 years"	"45-49"	24
	"Delaware"	"10"	"2015"	"2015"	"50 years and over"	"50+"	Suppressed
	"Delaware"	"10"	"2016"	"2016"	"Under 15 years"	"15"	14
	"Delaware"	"10"	"2016"	"2016"	"15-19 years"	"15-19"	583
	"Delaware"	"10"	"2016"	"2016"	"20-24 years"	"20-24"	2103
	"Delaware"	"10"	"2016"	"2016"	"25-29 years"	"25-29"	3312
	"Delaware"	"10"	"2016"	"2016"	"30-34 years"	"30-34"	3193
	"Delaware"	"10"	"2016"	"2016"	"35-39 years"	"35-39"	1483
	"Delaware"	"10"	"2016"	"2016"	"40-44 years"	"40-44"	273
	"Delaware"	"10"	"2016"	"2016"	"45-49 years"	"45-49"	30
	"Delaware"	"10"	"2016"	"2016"	"50 years and over"	"50+"	Suppressed
	"Delaware"	"10"	"2017"	"2017"	"Under 15 years"	"15"	Suppressed
	"Delaware"	"10"	"2017"	"2017"	"15-19 years"	"15-19"	552
	"Delaware"	"10"	"2017"	"2017"	"20-24 years"	"20-24"	2018
	"Delaware"	"10"	"2017"	"2017"	"25-29 years"	"25-29"	3341
	"Delaware"	"10"	"2017"	"2017"	"30-34 years"	"30-34"	3153
	"Delaware"	"10"	"2017"	"2017"	"35-39 years"	"35-39"	1485
	"Delaware"	"10"	"2017"	"2017"	"40-44 years"	"40-44"	276
	"Delaware"	"10"	"2017"	"2017"	"45-49 years"	"45-49"	18
	"Delaware"	"10"	"2017"	"2017"	"50 years and over"	"50+"	Suppressed
	"Delaware"	"10"	"2018"	"2018"	"Under 15 years"	"15"	Suppressed
	"Delaware"	"10"	"2018"	"2018"	"15-19 years"	"15-19"	497
	"Delaware"	"10"	"2018"	"2018"	"20-24 years"	"20-24"	1963
	"Delaware"	"10"	"2018"	"2018"	"25-29 years"	"25-29"	3119
	"Delaware"	"10"	"2018"	"2018"	"30-34 years"	"30-34"	3200
	"Delaware"	"10"	"2018"	"2018"	"35-39 years"	"35-39"	1520
	"Delaware"	"10"	"2018"	"2018"	"40-44 years"	"40-44"	293
	"Delaware"	"10"	"2018"	"2018"	"45-49 years"	"45-49"	22
	"Delaware"	"10"	"2018"	"2018"	"50 years and over"	"50+"	Suppressed
	"Delaware"	"10"	"2019"	"2019"	"Under 15 years"	"15"	Suppressed
	"Delaware"	"10"	"2019"	"2019"	"15-19 years"	"15-19"	444
	"Delaware"	"10"	"2019"	"2019"	"20-24 years"	"20-24"	1839
	"Delaware"	"10"	"2019"	"2019"	"25-29 years"	"25-29"	3210
	"Delaware"	"10"	"2019"	"2019"	"30-34 years"	"30-34"	3153
	"Delaware"	"10"	"2019"	"2019"	"35-39 years"	"35-39"	1560
	"Delaware"	"10"	"2019"	"2019"	"40-44 years"	"40-44"	311
	"Delaware"	"10"	"2019"	"2019"	"45-49 years"	"45-49"	31
	"Delaware"	"10"	"2019"	"2019"	"50 years and over"	"50+"	Suppressed
	"Delaware"	"10"	"2020"	"2020"	"Under 15 years"	"15"	Suppressed
	"Delaware"	"10"	"2020"	"2020"	"15-19 years"	"15-19"	439
	"Delaware"	"10"	"2020"	"2020"	"20-24 years"	"20-24"	1820
	"Delaware"	"10"	"2020"	"2020"	"25-29 years"	"25-29"	2992
	"Delaware"	"10"	"2020"	"2020"	"30-34 years"	"30-34"	3149
	"Delaware"	"10"	"2020"	"2020"	"35-39 years"	"35-39"	1620
	"Delaware"	"10"	"2020"	"2020"	"40-44 years"	"40-44"	342
	"Delaware"	"10"	"2020"	"2020"	"45-49 years"	"45-49"	21
	"Delaware"	"10"	"2020"	"2020"	"50 years and over"	"50+"	Suppressed
	"Delaware"	"10"	"2021"	"2021"	"Under 15 years"	"15"	Suppressed
	"Delaware"	"10"	"2021"	"2021"	"15-19 years"	"15-19"	425
	"Delaware"	"10"	"2021"	"2021"	"20-24 years"	"20-24"	1842
	"Delaware"	"10"	"2021"	"2021"	"25-29 years"	"25-29"	2898
	"Delaware"	"10"	"2021"	"2021"	"30-34 years"	"30-34"	3243
	"Delaware"	"10"	"2021"	"2021"	"35-39 years"	"35-39"	1707
	"Delaware"	"10"	"2021"	"2021"	"40-44 years"	"40-44"	347
	"Delaware"	"10"	"2021"	"2021"	"45-49 years"	"45-49"	12
	"Delaware"	"10"	"2021"	"2021"	"50 years and over"	"50+"	Suppressed
	"Delaware"	"10"	"2022"	"2022"	"Under 15 years"	"15"	Suppressed
	"Delaware"	"10"	"2022"	"2022"	"15-19 years"	"15-19"	466
	"Delaware"	"10"	"2022"	"2022"	"20-24 years"	"20-24"	1849
	"Delaware"	"10"	"2022"	"2022"	"25-29 years"	"25-29"	2941
	"Delaware"	"10"	"2022"	"2022"	"30-34 years"	"30-34"	3305
	"Delaware"	"10"	"2022"	"2022"	"35-39 years"	"35-39"	1820
	"Delaware"	"10"	"2022"	"2022"	"40-44 years"	"40-44"	402
	"Delaware"	"10"	"2022"	"2022"	"45-49 years"	"45-49"	28
	"Delaware"	"10"	"2022"	"2022"	"50 years and over"	"50+"	Suppressed
	"Delaware"	"10"	"2023"	"2023"	"Under 15 years"	"15"	Suppressed
	"Delaware"	"10"	"2023"	"2023"	"15-19 years"	"15-19"	444
	"Delaware"	"10"	"2023"	"2023"	"20-24 years"	"20-24"	1715
	"Delaware"	"10"	"2023"	"2023"	"25-29 years"	"25-29"	2721
	"Delaware"	"10"	"2023"	"2023"	"30-34 years"	"30-34"	3301
	"Delaware"	"10"	"2023"	"2023"	"35-39 years"	"35-39"	1779
	"Delaware"	"10"	"2023"	"2023"	"40-44 years"	"40-44"	439
	"Delaware"	"10"	"2023"	"2023"	"45-49 years"	"45-49"	23
	"Delaware"	"10"	"2023"	"2023"	"50 years and over"	"50+"	Suppressed
	"District of Columbia"	"11"	"2007"	"2007"	"Under 15 years"	"15"	21
	"District of Columbia"	"11"	"2007"	"2007"	"15-19 years"	"15-19"	1053
	"District of Columbia"	"11"	"2007"	"2007"	"20-24 years"	"20-24"	1909
	"District of Columbia"	"11"	"2007"	"2007"	"25-29 years"	"25-29"	1965
	"District of Columbia"	"11"	"2007"	"2007"	"30-34 years"	"30-34"	2067
	"District of Columbia"	"11"	"2007"	"2007"	"35-39 years"	"35-39"	1495
	"District of Columbia"	"11"	"2007"	"2007"	"40-44 years"	"40-44"	328
	"District of Columbia"	"11"	"2007"	"2007"	"45-49 years"	"45-49"	22
	"District of Columbia"	"11"	"2007"	"2007"	"50 years and over"	"50+"	Suppressed
	"District of Columbia"	"11"	"2008"	"2008"	"Under 15 years"	"15"	32
	"District of Columbia"	"11"	"2008"	"2008"	"15-19 years"	"15-19"	1083
	"District of Columbia"	"11"	"2008"	"2008"	"20-24 years"	"20-24"	1911
	"District of Columbia"	"11"	"2008"	"2008"	"25-29 years"	"25-29"	2046
	"District of Columbia"	"11"	"2008"	"2008"	"30-34 years"	"30-34"	2222
	"District of Columbia"	"11"	"2008"	"2008"	"35-39 years"	"35-39"	1474
	"District of Columbia"	"11"	"2008"	"2008"	"40-44 years"	"40-44"	323
	"District of Columbia"	"11"	"2008"	"2008"	"45-49 years"	"45-49"	37
	"District of Columbia"	"11"	"2008"	"2008"	"50 years and over"	"50+"	Suppressed
	"District of Columbia"	"11"	"2009"	"2009"	"Under 15 years"	"15"	26
	"District of Columbia"	"11"	"2009"	"2009"	"15-19 years"	"15-19"	1034
	"District of Columbia"	"11"	"2009"	"2009"	"20-24 years"	"20-24"	1838
	"District of Columbia"	"11"	"2009"	"2009"	"25-29 years"	"25-29"	2045
	"District of Columbia"	"11"	"2009"	"2009"	"30-34 years"	"30-34"	2240
	"District of Columbia"	"11"	"2009"	"2009"	"35-39 years"	"35-39"	1477
	"District of Columbia"	"11"	"2009"	"2009"	"40-44 years"	"40-44"	343
	"District of Columbia"	"11"	"2009"	"2009"	"45-49 years"	"45-49"	37
	"District of Columbia"	"11"	"2009"	"2009"	"50 years and over"	"50+"	0
	"District of Columbia"	"11"	"2010"	"2010"	"Under 15 years"	"15"	16
	"District of Columbia"	"11"	"2010"	"2010"	"15-19 years"	"15-19"	951
	"District of Columbia"	"11"	"2010"	"2010"	"20-24 years"	"20-24"	1869
	"District of Columbia"	"11"	"2010"	"2010"	"25-29 years"	"25-29"	1996
	"District of Columbia"	"11"	"2010"	"2010"	"30-34 years"	"30-34"	2469
	"District of Columbia"	"11"	"2010"	"2010"	"35-39 years"	"35-39"	1457
	"District of Columbia"	"11"	"2010"	"2010"	"40-44 years"	"40-44"	366
	"District of Columbia"	"11"	"2010"	"2010"	"45-49 years"	"45-49"	41
	"District of Columbia"	"11"	"2010"	"2010"	"50 years and over"	"50+"	0
	"District of Columbia"	"11"	"2011"	"2011"	"Under 15 years"	"15"	29
	"District of Columbia"	"11"	"2011"	"2011"	"15-19 years"	"15-19"	879
	"District of Columbia"	"11"	"2011"	"2011"	"20-24 years"	"20-24"	1890
	"District of Columbia"	"11"	"2011"	"2011"	"25-29 years"	"25-29"	1888
	"District of Columbia"	"11"	"2011"	"2011"	"30-34 years"	"30-34"	2622
	"District of Columbia"	"11"	"2011"	"2011"	"35-39 years"	"35-39"	1546
	"District of Columbia"	"11"	"2011"	"2011"	"40-44 years"	"40-44"	404
	"District of Columbia"	"11"	"2011"	"2011"	"45-49 years"	"45-49"	34
	"District of Columbia"	"11"	"2011"	"2011"	"50 years and over"	"50+"	Suppressed
	"District of Columbia"	"11"	"2012"	"2012"	"Under 15 years"	"15"	Suppressed
	"District of Columbia"	"11"	"2012"	"2012"	"15-19 years"	"15-19"	791
	"District of Columbia"	"11"	"2012"	"2012"	"20-24 years"	"20-24"	1830
	"District of Columbia"	"11"	"2012"	"2012"	"25-29 years"	"25-29"	1973
	"District of Columbia"	"11"	"2012"	"2012"	"30-34 years"	"30-34"	2623
	"District of Columbia"	"11"	"2012"	"2012"	"35-39 years"	"35-39"	1654
	"District of Columbia"	"11"	"2012"	"2012"	"40-44 years"	"40-44"	486
	"District of Columbia"	"11"	"2012"	"2012"	"45-49 years"	"45-49"	27
	"District of Columbia"	"11"	"2012"	"2012"	"50 years and over"	"50+"	Suppressed
